OBJECTID,GF_SEQ_ID,BATCH_ID,ACTION,LAMP_1_ACTION,LAMP_2_ACTION,LAMP_3_ACTION,ASSETNUM,POLE_TYPE,POLE_NUMBER,POLE_OWNER,ARM_LENGTH,MATERIAL,MATERIAL_REF_ID,POSITION_X,POSITION_Y,L1_WATT,L1_TYPE,L1_LUMINAIRE,L1_SIDE,L1_RTI_ID,L2_WATT,L2_TYPE,L2_LUMINAIRE,L2_SIDE,L2_RTI_ID,L3_WATT,L3_TYPE,L3_LUMINAIRE,L3_SIDE,L3_RTI_ID,STREET_NAME,STREET_TYPE,STREET_ADDRESS,STREET_BLOCK,ASSESSOR_PARCEL_NUMBER,PROJECT,NOTES,STATUS,DISTRICT,NEIGHBORHOOD,EQUIPMENT_ACCEPT_DT,ASSET_DATA_INTEGRATION_DT,EQUIPMENT_CHANGE_DT,EQUIPMENT_REMOVE_DT,CALC_EQUIPMENT_ACCEPT_DT,CALC_EQUIPMENT_CHANGE_DT,CALC_EQUIPMENT_REMOVE_DT,CALC_EQUIPMENT_ACCEPT_IP_ID,CALC_EQUIPMENT_CHANGE_IP_ID,CALC_EQUIPMENT_REMOVE_IP_ID,CALC_DATA_INTEGRATION_DT,GLOBALID,CreationDate,Creator,EditDate,Editor,geometryType,x,y,crs
151681,22418,1279,none,none,none,none,P05P0006,TP-StdSteel,334,,,Steel,,5990568.7255,2093443.6927,108,LED,RoadFocus,E,5652,108,LED,RoadFocus,W,5652,,,,,,19TH,AVE,,3300,7200,LED SLight Conversion by Grid..,,ACTIVE,7,Neighborhood),,,1513166460000,,,,,,,,,4bd54ee1-aa60-4e2b-8148-a1a5991b1464,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5990568.725625,2093443.6925,102643
151682,22419,1279,none,none,none,none,P05P0007,TP-StdSteel,335,,,Steel,,5990561.7888,2093368.9879,108,LED,RoadFocus,E,5652,108,LED,RoadFocus,W,5652,,,,,,19TH,AVE,,3300,7200,LED SLight Conversion by Grid..,,ACTIVE,7,Neighborhood),,,1513166460000,,,,,,,,,f7f88aec-b2b6-44a1-ae91-6abf8f24b24b,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5990561.78875,2093368.988125,102643
151683,22420,1279,none,none,none,none,P05P0008,TP-StdSteel,336,,,Steel,,5990556.8484,2093286.8825,108,LED,RoadFocus,E,5652,108,LED,RoadFocus,W,5652,,,,,,19TH,AVE,,3300,7200,LED SLight Conversion by Grid..,,ACTIVE,7,Neighborhood),,,1513166460000,,,,,,,,,d7c40434-6eb0-487a-9fbb-61cf6508d961,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5990556.848125,2093286.8825,102643
151684,22421,1279,none,none,none,none,P05P0009,TP-StdSteel,337,,,Steel,,5990556.8484,2093226.2607,108,LED,RoadFocus,E,5652,108,LED,RoadFocus,W,5652,,,,,,19TH,AVE,,3300,7200,LED SLight Conversion by Grid..,,ACTIVE,7,Neighborhood),,,1513166460000,,,,,,,,,fd0ddbff-1281-4719-8e39-1f78e338db5e,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5990556.848125,2093226.260625,102643
151685,22422,1279,none,none,none,none,P05P0010,TP-StdSteel,341,,,Steel,,5990546.9388,2093117.3391,108,LED,RoadFocus,E,5652,108,LED,RoadFocus,W,5652,,,,,,19TH,AVE,,3400,7200,LED SLight Conversion by Grid..,,ACTIVE,7,Neighborhood),,,1513166460000,,,,,,,,,0fe942d0-9658-4bb9-b5f3-452db8e48f23,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5990546.93875,2093117.339375,102643
151686,22423,1279,none,none,none,none,P05P0011,TP-StdSteel,342,,,Steel,,5990543.4544,2093043.2648,108,LED,RoadFocus,E,5652,108,LED,RoadFocus,W,5652,,,,,,19TH,AVE,,3400,7200,LED SLight Conversion by Grid..,,ACTIVE,7,Neighborhood),,,1513166460000,,,,,,,,,70301f25-1128-46f3-a02f-bd6f1a717798,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5990543.454375,2093043.265,102643
151687,22238,1279,none,none,none,none,O13P0255,SL-StdSteel,148,,,Steel,,6015724.8295,2094989.0744,72,LED,RoadFocus,R,5523,,,,,,,,,,,OAKDALE,ST,,1400,,"UGD-354 Oakdale/Palou Ph1
LED SLight Conversion-Bayview District",,ACTIVE,10,Neighborhood),1245499260000,1317038460000,1483012860000,,,,,,,,,3dff08a5-5d4a-462b-abde-d7703273c38a,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6015724.829375,2094989.074375,102643
151688,25022,1279,none,none,none,none,S10P0047,SL-StdSteel,187,,,Steel,,6005415.0202,2086446.437,105,LED,Roadstar GPLM,R,5524,,,,,,,,,,,GENEVA,AVE,1889,1800,6300,LED SLight Conversion Project-Geneva Ave,,ACTIVE,10,Neighborhood),,,1446120060000,,,,,,,,,99fe5144-879c-46ab-9ca3-0254b5c00ab0,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6005415.02,2086446.436875,102643
151689,24463,1279,none,none,none,none,R10P0021,SL-StdSteel,148,,,Steel,,6005689.8976,2089564.5134,92,LED,Roadstar GPLM,R,6090,,,,,,,,,,,PERSIA,ST,,,,Mansell Streetscape (2235J).dwg,,ACTIVE,,,,1633089660000,,,,,,,,,,1ec840ab-af51-4736-b102-e95b40e742b1,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6005689.8975,2089564.513125,102643
151690,24464,1279,none,none,none,none,R11P0001,SL-StdSteel,01,,,Steel,,6009745.7715,2089488.7474,72,LED,RoadFocus,R,5523,,,,,,,,,,,ERVINE,ST,,0000,6100,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1503489660000,,,,,,,,,89170b1e-5508-4dc2-b1a4-a68de759f72e,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6009745.77125,2089488.7475,102643
151691,24465,1279,none,none,none,none,R11P0002,SL-StdSteel,02,,,Steel,,6009683.5071,2089361.9854,72,LED,RoadFocus,R,5523,,,,,,,,,,,ERVINE,ST,,0000,6100,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1503489660000,,,,,,,,,ebaacba0-fb33-4c64-99fd-9100a2c2d558,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6009683.506875,2089361.985625,102643
151692,24466,1279,none,none,none,none,R11P0003,SL-StdSteel,04,,,Steel,,6009655.192,2089249.2365,72,LED,RoadFocus,R,5523,,,,,,,,,,,ERVINE,ST,,0000,6100,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1503489660000,,,,,,,,,14b65714-61e5-4b16-a4c2-cb3f05dc59f2,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6009655.191875,2089249.23625,102643
151693,24467,1279,none,none,none,none,R11P0004,SL-StdSteel,91,,,Steel,,6009145.8963,2089881.9046,72,LED,RoadFocus,R,5523,,,,,,,,,,,MANSELL,ST,,0900,6200,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1503489660000,,,,,,,,,adef8a6b-3319-4143-83e6-07e8ba76ddad,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6009145.89625,2089881.904375,102643
151694,24468,1279,none,none,none,none,R11P0005,SL-StdSteel,93,,,Steel,,6009004.2046,2089838.732,54,LED,RoadFocus,R,5711,,,,,,,,,,,MANSELL,ST,,0900,6200,,from Outage List..,ACTIVE,10,Neighborhood),,,1499774460000,,,,,,,,,2994b593-8577-499b-847d-9adf176125c1,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6009004.204375,2089838.731875,102643
151695,24469,1279,none,none,none,none,R11P0006,SL-StdSteel,101,,,Steel,,6008896.1316,2089806.2687,72,LED,RoadFocus,R,5523,,,,,,,,,,,MANSELL,ST,,1000,6200,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1503489660000,,,,,,,,,d2cebfa1-7981-4af3-87fe-426c14f951e0,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6008896.131875,2089806.26875,102643
151696,24470,1279,none,none,none,none,R11P0007,SL-StdSteel,102,,,Steel,,6008779.0088,2089881.546,72,LED,RoadFocus,R,5523,,,,,,,,,,,MANSELL,ST,,1000,6200,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1503489660000,,,,,,,,,c34bbc63-eb8e-4fe2-a4e4-196606c83824,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6008779.00875,2089881.54625,102643
151697,24471,1279,none,none,none,none,R11P0008,SL-StdSteel,111,,,Steel,,6008748.262,2089759.6966,72,LED,RoadFocus,R,5523,,,,,,,,,,,MANSELL,ST,,1100,6200,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1503489660000,,,,,,,,,19a2eb97-b531-474a-8de3-ac90dd84185e,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6008748.261875,2089759.696875,102643
151698,24472,1279,none,none,none,none,R11P0009,SL-StdSteel,112,,,Steel,,6008749.9044,2089819.9963,72,LED,RoadFocus,R,5523,,,,,,,,,,,MANSELL,ST,,1100,6200,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1503489660000,,,,,,,,,95d6028e-ec25-44d0-9111-c76b3647170f,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6008749.904375,2089819.99625,102643
151699,24473,1279,none,none,none,none,R11P0010,SL-StdSteel,212,,,Steel,,6008810.3012,2089748.0653,72,LED,RoadFocus,R,5523,,,,,,,,,,,VISITACION,AVE,,2100,6200,,updated today..,ACTIVE,10,Neighborhood),,,1550836860000,,,,,,,,,1b3370c7-4c7e-4db3-8fe1-72b2374e0660,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6008810.30125,2089748.065,102643
151700,24508,1279,none,none,none,none,R12P0034,SL-StdSteel,671,,,Steel,,6012717.9931,2089468.808,72,LED,RoadFocus,R,5523,,,,,,,,,,,03RD,ST,,6700,5000,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1500465660000,,,,,,,,,7fddb672-3f8f-4278-9dce-63dec3f95b10,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012717.993125,2089468.808125,102643
151701,24509,1279,none,none,none,none,R12P0035,SL-StdSteel,675,,,Steel,,6012669.2149,2089238.1351,72,LED,RoadFocus,R,5523,,,,,,,,,,,03RD,ST,,6700,5000,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1500465660000,,,,,,,,,c63be768-5283-4770-8998-96dc730e6d8e,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012669.215,2089238.135,102643
151702,24510,1279,none,none,none,none,R12P0036,SL-StdSteel,193,,,Steel,,6012344.3275,2088911.2655,54,LED,RoadFocus,R,5711,,,,,,,,,,,BAY_SHORE SOUTH BOUND,RAMP,,1900,5000,LED SLight Conversion by Grid..,ON-RAMP,ACTIVE,10,Neighborhood),,,1500465660000,,,,,,,,,c7a81eb6-514d-454b-a498-449facd394ed,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012344.3275,2088911.265625,102643
151703,24511,1279,none,none,none,none,R12P0037,SL-StdSteel,182,,,Steel,,6012425.9007,2089877.9405,145,LED,RoadFocus,R,5781,,,,,,,,,,,BAY_SHORE NORTH BOUND,RAMP,,1800,5400,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1499947260000,,,,,,,,,5ecf7670-571c-4940-b7b6-a7ac1ee5bae7,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012425.900625,2089877.940625,102643
151704,24512,1279,none,none,none,none,R12P0038,SL-StdSteel,183,,,Steel,,6012482.9961,2089757.3131,145,LED,RoadFocus,R,5781,,,,,,,,,,,BAY_SHORE NORTH BOUND,RAMP,,1800,5400,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1499947260000,,,,,,,,,3a920e44-6ef7-4041-8053-688dcb0e6f9a,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012482.99625,2089757.313125,102643
151705,24513,1279,none,none,none,none,R12P0039,SL-StdSteel,184,,,Steel,,6012460.8261,2089625.4555,145,LED,RoadFocus,R,5781,,,,,,,,,,,BAY_SHORE NORTH BOUND,RAMP,,1800,5400,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1499947260000,,,,,,,,,c29202f2-0fc3-420e-8280-66c0a3847820,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012460.82625,2089625.455625,102643
151706,24514,1279,none,none,none,none,R12P0040,SL-StdSteel,185,,,Steel,,6012518.1041,2089473.5616,54,LED,RoadFocus,R,5711,,,,,,,,,,,BAY_SHORE NORTH BOUND,RAMP,,1800,5400,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1500465660000,,,,,,,,,2d79a513-188b-419b-a8c1-c80890321294,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012518.104375,2089473.561875,102643
151707,24515,1279,none,none,none,none,R12P0041,SL-StdSteel,187,,,Steel,,6012535.7985,2089346.5652,54,LED,RoadFocus,R,5711,,,,,,,,,,,BAY_SHORE NORTH BOUND,RAMP,,1800,5400,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1500465660000,,,,,,,,,416545fe-e3a4-4849-979b-8c3918ed64c6,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012535.79875,2089346.565,102643
151708,24516,1279,none,none,none,none,R12P0042,SL-StdSteel,191,,,Steel,,6012553.6644,2089217.1249,54,LED,RoadFocus,R,5711,,,,,,,,,,,BAY_SHORE NORTH BOUND,RAMP,,1900,5000,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1500465660000,,,,,,,,,43ca7f4f-d07f-4ed2-a63b-be91a456eab9,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012553.664375,2089217.125,102643
151709,24517,1279,none,none,none,none,R12P0043,SL-StdSteel,1910,,,Steel,,6012580.323,2088949.0199,54,LED,RoadFocus,R,5711,,,,,,,,,,,BAY_SHORE NORTH BOUND,BLVD,,1900,5000,LED SLight Conversion by Grid..,ON-RAMP,ACTIVE,10,Neighborhood),,,1500465660000,,,,,,,,,265cc073-01b2-4cf9-b60f-c04859336124,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012580.323125,2088949.02,102643
151710,25056,1279,none,none,none,none,S10P0081,SL-StdSteel,02,,,Steel,,6006643.8802,2087300.2338,54,LED,RoadFocus,R,5711,,,,,,,,,,,SANTOS,ST,,0000,6300,LED SLight Conversion by Grid..,,ACTIVE,10,Neighborhood),,,1509192060000,,,,,,,,,b9619289-2941-4bae-a716-4c9850789636,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6006643.88,2087300.23375,102643
151711,24562,1279,none,none,none,none,R12P0088,SL-RndSteel,354,,,Steel,,6012098.8362,2089309.0616,65,LED,Lumec Post Top,R,5221,,,,,,,,,,,SAN_BRUNO,AVE,3524/3518,3500,6100,2198J San Bruno Ave Streetlighting Improvement,,ACTIVE,10,Neighborhood),1163073660000,,1427889660000,,,,,,,,,15308187-3df4-4b69-ad56-2975c9f64a15,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012098.83625,2089309.061875,102643
151712,24563,1279,none,none,none,none,R12P0089,SL-RndSteel,356,,,Steel,,6012117.4547,2089200.0873,65,LED,Lumec Post Top,R,5221,,,,,,,,,,,SAN_BRUNO,AVE,3550/3544,3500,6100,2198J San Bruno Ave Streetlighting Improvement,,ACTIVE,10,Neighborhood),1163073660000,,1427889660000,,,,,,,,,269172bc-2a65-4907-b530-ca94bf239887,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6012117.455,2089200.0875,102643
151713,24749,1279,none,none,none,none,S06P0019,SL-OctaConc,333,,,Concrete,,5994031.1998,2087348.6523,72,LED,RoadFocus,N,5523,72,LED,RoadFocus,S,5523,,,,,,ALEMANY,BLVD,,3300,7100,LED SLight Conversion-Alemany Blvd,Pole number change.. (2015Jun01),ACTIVE,11,Neighborhood),,,1497528060000,,,,,,,,,dc7e0c3a-115f-4851-8377-54d2e6cc8e01,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5994031.2,2087348.6525,102643
151714,24042,1279,none,none,none,none,R04P0079,SL-RndConc,82,,,Concrete,,5988482.5847,2089818.3788,54,LED,RoadFocus,R,5711,,,,,,,,,,,GONZALEZ,DR,700_810,0800,7300,LED SLight Conversion Project..,,ACTIVE,7,Neighborhood),,,1498564860000,,,,,,,,,231cb6b7-4818-4cab-8f8d-ff1d953257e4,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5988482.585,2089818.37875,102643
151715,24043,1279,none,none,none,none,R04P0080,SL-RndConc,84,,,Concrete,,5988154.7251,2089839.1896,54,LED,RoadFocus,R,5711,,,,,,,,,,,GONZALEZ,DR,,0800,7300,LED SLight Conversion Project..,,ACTIVE,7,Neighborhood),,,1498564860000,,,,,,,,,429674b4-0ac9-4b78-848c-da681ca9f40c,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5988154.725,2089839.189375,102643
151716,24044,1279,none,none,none,none,R04P0081,SL-RndConc,01,,,Concrete,,5989523.103,2089704.5089,54,LED,RoadFocus,R,5711,,,,,,,,,,,GRIJALVA,DR,1_15,0000,7300,LED SLight Conversion Project..,,ACTIVE,7,Neighborhood),,,1498564860000,,,,,,,,,4108f006-dfbd-448a-b112-07312153a14a,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5989523.103125,2089704.50875,102643
151717,24034,1279,none,none,none,none,R04P0071,SL-RndConc,52,,,Concrete,,5989295.1937,2089330.9312,54,LED,RoadFocus,R,5711,,,,,,,,,,,GONZALEZ,DR,500_532,0500,7300,LED SLight Conversion Project..,,ACTIVE,7,Neighborhood),,,1498564860000,,,,,,,,,83ddf489-6ba9-458d-8337-ef3c15c53d03,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5989295.19375,2089330.93125,102643
151718,23888,1279,none,none,none,none,Q12P0102,SL-RndSteel,323,,,Steel,,6011905.3203,2090717.8982,65,LED,Lumec Post Top,R,5221,,,,,,,,,,,SAN_BRUNO,AVE,,3200,5400,2198J San Bruno Ave Streetlighting Improvement,,ACTIVE,10,Neighborhood),1163073660000,,1427889660000,,,,,,,,,137e53f6-095b-450e-b68e-84be3dc88fb0,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6011905.32,2090717.898125,102643
151719,23889,1279,none,none,none,none,Q12P0103,SL-RndSteel,325,,,Steel,,6011930.3884,2090629.5528,65,LED,Lumec Post Top,R,5221,,,,,,,,,,,SAN_BRUNO,AVE,3275,3200,5400,2198J San Bruno Ave Streetlighting Improvement,,ACTIVE,10,Neighborhood),1163073660000,,1427889660000,,,,,,,,,68cd9a3e-98a4-42cc-ba88-fa026873ae37,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6011930.388125,2090629.5525,102643
151720,23890,1279,none,none,none,none,Q12P0104,SL-RndSteel,329,,,Steel,,6011968.4749,2090405.2599,65,LED,Lumec Post Top,R,5221,,,,,,,,,,,SAN_BRUNO,AVE,3299,3200,5400,2198J San Bruno Ave Streetlighting Improvement,,ACTIVE,10,Neighborhood),1163073660000,,1427889660000,,,,,,,,,a899c0de-e62b-4497-b754-e6455f0b9d1d,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6011968.475,2090405.26,102643
151721,23891,1279,none,none,none,none,Q12P0105,SL-RndSteel,331,,,Steel,,6011982.5418,2090322.9259,65,LED,Lumec Post Top,R,5221,,,,,,,,,,,SAN_BRUNO,AVE,3303/3299,3300,5400,2198J San Bruno Ave Streetlighting Improvement,,ACTIVE,10,Neighborhood),1163073660000,,1427889660000,,,,,,,,,c360b839-da0c-4b07-91e0-af74b6065528,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6011982.541875,2090322.925625,102643
151722,24081,1279,none,none,none,none,R04P0118,SL-RndConc,51,,,Concrete,,5988199.6411,2089079.9371,54,LED,RoadFocus,R,5711,,,,,,,,,,,VIDAL,DR,,0500,7300,LED SLight Conversion Project..,,ACTIVE,7,Neighborhood),,,1498651260000,,,,,,,,,08e9bec4-d73a-4c2c-a2aa-48d2c8e9a2a6,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5988199.64125,2089079.936875,102643
151723,24082,1279,none,none,none,none,R04P0119,SL-RndConc,52,,,Concrete,,5988354.8276,2089023.792,54,LED,RoadFocus,R,5711,,,,,,,,,,,VIDAL,DR,400_534,0500,7300,LED SLight Conversion Project..,,ACTIVE,7,Neighborhood),,,1498651260000,,,,,,,,,ea475752-c894-48d3-b595-f1ded25d3be4,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5988354.8275,2089023.791875,102643
151724,24083,1279,none,none,none,none,R04P0120,SL-RndConc,54,,,Concrete,,5988513.3264,2089015.5493,54,LED,RoadFocus,R,5711,,,,,,,,,,,VIDAL,DR,400_534,0500,7300,LED SLight Conversion Project..,,ACTIVE,7,Neighborhood),,,1498651260000,,,,,,,,,7baabcf8-cc42-4259-afa8-ae3fdda33f53,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5988513.32625,2089015.549375,102643
151725,24084,1279,none,none,none,none,R04P0121,SL-StdSteel,214,,,Steel,,5987515.1233,2088744.2115,72,LED,RoadFocus,R,5523,,,,,,,,,,,LAKE_MERCED,BLVD,,2100,7300,"1286N Contract 23-T/S Upgrade
LED Slight Conversion",,ACTIVE,7,Neighborhood),,1352203260000,1482321660000,,,,,,,,,6e4b28c1-febd-479f-8603-3d818dd1f6a1,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5987515.123125,2088744.21125,102643
151726,24085,1279,none,none,none,none,R04P0122,SL-RndConc,222,,,Concrete,,5987427.364,2088838.248,72,LED,RoadFocus,R,5523,,,,,,,,,,,LAKE_MERCED,BLVD,,2200,7200,"1286N Contract 23-T/S Upgrade
LED Slight Conversion",,ACTIVE,7,Neighborhood),,1416916860000,1482321660000,,,,,,,,,56cb70ed-1c12-44a3-85f4-9a29a1b7279a,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5987427.36375,2088838.248125,102643
151727,24086,1279,none,none,none,none,R05P0001,TP-StdSteel,388,,,Steel,,5990996.8552,2089826.0987,145,LED,RoadFocus,E,5781,145,LED,RoadFocus,W,5781,,,,,,19TH,AVE,,3800,7200,LED SLight Conversion by Grid..,,ACTIVE,7,Neighborhood),,,1512043260000,,,,,,,,,48708a37-ddba-4013-8da3-333a937677d9,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5990996.855,2089826.09875,102643
151728,24087,1279,none,none,none,none,R05P0002,TP-StdSteel,389,,,Steel,,5991051.9691,2089749.14,145,LED,RoadFocus,E,5781,145,LED,RoadFocus,W,5781,,,,,,19TH,AVE,,3800,7200,LED SLight Conversion by Grid..,,ACTIVE,7,Neighborhood),,,1512043260000,,,,,,,,,78bc4216-7e9b-4b3c-b1e0-aa95fe925f02,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,5991051.969375,2089749.14,102643
151729,25134,1279,none,none,none,none,S11P0056,TP-RndSteel,234,,,Steel,,6011050.1909,2087151.2117,250,MH,Lumec TDrop,R,5065,,,,,,,,,,,BAY_SHORE,BLVD,,2300,6200,MR-1145 03rd St/Segment-F,,ACTIVE,10,Neighborhood),,1317038460000,,,,,,,,,,cb84fc65-7744-4d85-9f6c-0ef6cbffb412,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6011050.190625,2087151.211875,102643
151730,25135,1279,none,none,none,none,S11P0057,TP-RndSteel,236,,,Steel,,6011000.1672,2087069.8552,250,MH,Lumec TDrop,R,5065,,,,,,,,,,,BAY_SHORE,BLVD,,2300,6200,MR-1145 03rd St/Segment-F,,ACTIVE,10,Neighborhood),,1317038460000,,,,,,,,,,09e8e638-4048-429b-9069-6ec5437f254a,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6011000.1675,2087069.855,102643
151731,25136,1279,none,none,none,none,S11P0058,TP-RndSteel,242,,,Steel,,6010964.7638,2087014.9805,250,MH,Lumec TDrop,R,5065,,,,,,,,,,,BAY_SHORE,BLVD,2400,2400,6200,MR-1145 03rd St/Segment-F,,ACTIVE,10,Neighborhood),,1317038460000,,,,,,,,,,a7e96c29-8b08-4dcc-9d71-6be228ff2066,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6010964.76375,2087014.980625,102643
151732,25137,1279,none,none,none,none,S11P0059,TP-RndSteel,244,,,Steel,,6010917.6743,2086937.832,250,MH,Lumec TDrop,R,5065,,,,,,,,,,,BAY_SHORE,BLVD,2400,2400,6200,MR-1145 03rd St/Segment-F,,ACTIVE,10,Neighborhood),,1317038460000,,,,,,,,,,59b1ca59-44fc-441a-84f6-9894a7124408,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6010917.674375,2086937.831875,102643
151733,25138,1279,none,none,none,none,S11P0060,TP-RndSteel,246,,,Steel,,6010870.897,2086861.1949,250,MH,Lumec TDrop,R,5065,,,,,,,,,,,BAY_SHORE,BLVD,2440,2400,6200,MR-1145 03rd St/Segment-F,,ACTIVE,10,Neighborhood),,1317038460000,,,,,,,,,,fb14a0da-597f-4392-b533-7245569c71a0,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6010870.896875,2086861.195,102643
151734,25139,1279,none,none,none,none,S11P0061,TP-RndSteel,248,,,Steel,,6010837.4176,2086806.3444,250,MH,Lumec TDrop,R,5065,,,,,,,,,,,BAY_SHORE,BLVD,2458,2400,6200,MR-1145 03rd St/Segment-F,,ACTIVE,10,Neighborhood),,1317038460000,,,,,,,,,,14c9ce8c-1480-409b-b424-cc47db86ea53,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6010837.4175,2086806.344375,102643
151735,25140,1279,none,none,none,none,S11P0062,SL-RndSteel,01,,,Steel,,6010958.286,2087028.941,40,LED,Lumec Post Top,R,5181,,,,,,,,,,,LELAND,AVE,,0000,,1051J (Leland Ave Street scape Improvements),,ACTIVE,10,Neighborhood),,1370606460000,,,,,,,,,,22f93398-0c51-4b94-88d2-c22b84486648,1649814105332,shreepad_sfpuc,1649814105332,shreepad_sfpuc,esriGeometryPoint,6010958.28625,2087028.94125,102643
